,GOterm
mir640,GO:0034505
mir654,GO:0034505
mir657,GO:0034505
mir661,GO:0034505
mir663a,GO:0034505
gxylt2,GO:0034505
ispd,GO:0034505
mir767,GO:0034505
mir298,GO:0034505
mir509-2,GO:0034505
mir892b,GO:0034505
mir876,GO:0034505
mir665,GO:0034505
mir873,GO:0034505
mir301b,GO:0034505
mir543,GO:0034505
mir208b,GO:0034505
mir509-3,GO:0034505
mir939,GO:0034505
ost4,GO:0034505
ten1,GO:0034505
mir1224,GO:0034505
mef2b,GO:0034505
dux4,GO:0034505
mir711,GO:0034505
mir2355,GO:0034505
mir4632,GO:0034505
pyurf,GO:0034505
apoa2,GO:0042475
azu1,GO:0042475
bcl3,GO:0042475
cd28,GO:0042475
tnfrsf8,GO:0042475
cma1,GO:0042475
elane,GO:0042475
ereg,GO:0042475
ghsr,GO:0042475
il1a,GO:0042475
il1b,GO:0042475
inhbb,GO:0042475
irf4,GO:0042475
spn,GO:0042475
thbs1,GO:0042475
tlr3,GO:0042475
tlr3,GO:0042475
tlr4,GO:0042475
tnf,GO:0042475
wnt5a,GO:0042475
bcl10,GO:0042475
klf4,GO:0042475
nod1,GO:0042475
prg3,GO:0042475
lilrb1,GO:0042475
glmn,GO:0042475
trib2,GO:0042475
foxp3,GO:0042475
foxp3,GO:0042475
tlr7,GO:0042475
tlr7,GO:0042475
tlr8,GO:0042475
tlr8,GO:0042475
ghrl,GO:0042475
tlr9,GO:0042475
cd276,GO:0042475
nlrp12,GO:0042475
il17f,GO:0042475
tirap,GO:0042475
zfpm1,GO:0042475
il27,GO:0042475
ar,GO:0042482
col5a1,GO:0042482
tgfb2,GO:0042482
tmeff2,GO:0042482
nox1,GO:0042482
ciita,GO:0042483
nlrc5,GO:0042483
nlrp12,GO:0042483
ifnl1,GO:0042483
pf4,GO:0044691
xbp1,GO:0044691
sirt1,GO:0044691
edn1,GO:0042471
fcer2,GO:0042471
gstp1,GO:0042471
kdr,GO:0042471
kdr,GO:0042471
nampt,GO:0042471
selenos,GO:0042471
rps23,GO:0048048
fut3,GO:0048557
b4galt1,GO:0048557
st3gal2,GO:0048557
st3gal4,GO:0048557
b3galt1,GO:0048557
mpdu1,GO:0048557
akt1,GO:0048704
akt2,GO:0048704
ext1,GO:0048704
ext1,GO:0048704
ext2,GO:0048704
ext2,GO:0048704
gbe1,GO:0048704
gck,GO:0048704
gys1,GO:0048704
gys2,GO:0048704
ndst1,GO:0048704
igf1,GO:0048704
ins,GO:0048704
insr,GO:0048704
irs1,GO:0048704
enpp1,GO:0048704
pth,GO:0048704
dyrk2,GO:0048704
irs2,GO:0048704
ndst3,GO:0048704
b3gnt3,GO:0048704
b3gnt2,GO:0048704
pask,GO:0048704
inpp5k,GO:0048704
csgalnact1,GO:0048704
b3gnt4,GO:0048704
ppp1r3f,GO:0048704
pgp,GO:0048704
b3gnt8,GO:0048704
ap2a1,GO:0060415
ap2a1,GO:0060415
akt1,GO:0060415
akt2,GO:0060415
cltc,GO:0060415
cltc,GO:0060415
dgkq,GO:0060415
egf,GO:0060415
fbp1,GO:0060415
gck,GO:0060415
gper1,GO:0060415
igf1,GO:0060415
ins,GO:0060415
insr,GO:0060415
irs1,GO:0060415
mst1,GO:0060415
nfkb1,GO:0060415
pdgfb,GO:0060415
enpp1,GO:0060415
plek,GO:0060415
pth,GO:0060415
pth,GO:0060415
snca,GO:0060415
tgfb1,GO:0060415
dyrk2,GO:0060415
irs2,GO:0060415
nr1d1,GO:0060415
arpp19,GO:0060415
pask,GO:0060415
cd244,GO:0060415
inpp5k,GO:0060415
ppp1r3f,GO:0060415
c1qtnf3,GO:0060415
pgp,GO:0060415
dgkq,GO:0001502
fbp1,GO:0001502
g6pc,GO:0001502
g6pd,GO:0001502
gck,GO:0001502
mst1,GO:0001502
pck1,GO:0001502
rbp4,GO:0001502
sord,GO:0001502
nr1d1,GO:0001502
arpp19,GO:0001502
chst15,GO:0001502
c1qtnf3,GO:0001502
pgp,GO:0001502
acat1,GO:0060346
acly,GO:0060346
pdha1,GO:0060346
pdhb,GO:0060346
pdk3,GO:0060346
pdk4,GO:0060346
mlycd,GO:0060346
acss1,GO:0060346
fgf2,GO:0060349
gper1,GO:0060349
plek,GO:0060349
pth,GO:0060349
snca,GO:0060349
cd244,GO:0060349
ip6k3,GO:0060349
gk,GO:0061971
tyms,GO:0097094
acat1,GO:0060502
adcy5,GO:0060502
adcy5,GO:0060502
adcy6,GO:0060502
adcy7,GO:0060502
adcy9,GO:0060502
parp1,GO:0060502
adrb1,GO:0060502
adsl,GO:0060502
adss,GO:0060502
aldoa,GO:0060502
aldob,GO:0060502
apoe,GO:0060502
aqp1,GO:0060502
atp5f1a,GO:0060502
atp5f1b,GO:0060502
atp5po,GO:0060502
calm1,GO:0060502
calm2,GO:0060502
calm3,GO:0060502
cbfa2t3,GO:0060502
crhr1,GO:0060502
ctps1,GO:0060502
ctps1,GO:0060502
eno1,GO:0060502
eno1,GO:0060502
fbp1,GO:0060502
fbp1,GO:0060502
fshr,GO:0060502
g6pd,GO:0060502
nipsnap2,GO:0060502
gper1,GO:0060502
gucy1a1,GO:0060502
gucy1b1,GO:0060502
htr2b,GO:0060502
htr2c,GO:0060502
igf1,GO:0060502
ins,GO:0060502
ins,GO:0060502
insr,GO:0060502
lhcgr,GO:0060502
mtnr1a,GO:0060502
nos3,GO:0060502
nppa,GO:0060502
nppb,GO:0060502
nppc,GO:0060502
npr1,GO:0060502
npr2,GO:0060502
p2rx7,GO:0060502
palm,GO:0060502
pfkfb2,GO:0060502
pfkl,GO:0060502
pfkm,GO:0060502
pgam1,GO:0060502
pgam2,GO:0060502
pgk1,GO:0060502
ppara,GO:0060502
pth,GO:0060502
pthlh,GO:0060502
rln2,GO:0060502
surf1,GO:0060502
tgfb1,GO:0060502
tmsb4x,GO:0060502
tshr,GO:0060502
umps,GO:0060502
vcp,GO:0060502
ogt,GO:0060502
papss1,GO:0060502
ncor1,GO:0060502
slc25a13,GO:0060502
acot7,GO:0060502
stoml2,GO:0060502
mlxipl,GO:0060502
prkag2,GO:0060502
pid1,GO:0060502
adcy10,GO:0060502
ppcdc,GO:0060502
ppcs,GO:0060502
coasy,GO:0060502
adssl1,GO:0060502
gphb5,GO:0060502
taar1,GO:0060502
gpha2,GO:0060502
ak9,GO:0060502
chchd10,GO:0060502
pgam4,GO:0060502
acat1,GO:0003422
ada,GO:0003422
adcy5,GO:0003422
adcy5,GO:0003422
adcy6,GO:0003422
adcy7,GO:0003422
adcy9,GO:0003422
parp1,GO:0003422
adrb1,GO:0003422
adsl,GO:0003422
adss,GO:0003422
ak1,GO:0003422
ak4,GO:0003422
aldoa,GO:0003422
aldob,GO:0003422
ampd2,GO:0003422
apoe,GO:0003422
aqp1,GO:0003422
atp5f1a,GO:0003422
atp5f1b,GO:0003422
atp5po,GO:0003422
calm1,GO:0003422
calm2,GO:0003422
calm3,GO:0003422
cbfa2t3,GO:0003422
crhr1,GO:0003422
ctps1,GO:0003422
ctps1,GO:0003422
eno1,GO:0003422
eno1,GO:0003422
fbp1,GO:0003422
fbp1,GO:0003422
fshr,GO:0003422
gars,GO:0003422
nipsnap2,GO:0003422
gper1,GO:0003422
gucy1a1,GO:0003422
gucy1b1,GO:0003422
hprt1,GO:0003422
htr2b,GO:0003422
htr2c,GO:0003422
igf1,GO:0003422
ins,GO:0003422
ins,GO:0003422
insr,GO:0003422
kars,GO:0003422
lhcgr,GO:0003422
mtnr1a,GO:0003422
nme2,GO:0003422
nos3,GO:0003422
nppa,GO:0003422
nppb,GO:0003422
nppc,GO:0003422
npr1,GO:0003422
npr2,GO:0003422
p2rx7,GO:0003422
palm,GO:0003422
pfkfb2,GO:0003422
pfkl,GO:0003422
pfkm,GO:0003422
pgam1,GO:0003422
pgam2,GO:0003422
pgk1,GO:0003422
ppara,GO:0003422
prps1,GO:0003422
pth,GO:0003422
pthlh,GO:0003422
rln2,GO:0003422
surf1,GO:0003422
tgfb1,GO:0003422
tmsb4x,GO:0003422
tshr,GO:0003422
tyms,GO:0003422
umps,GO:0003422
vcp,GO:0003422
ogt,GO:0003422
kynu,GO:0003422
papss1,GO:0003422
ncor1,GO:0003422
slc25a13,GO:0003422
acot7,GO:0003422
haao,GO:0003422
ak5,GO:0003422
stoml2,GO:0003422
mlxipl,GO:0003422
prkag2,GO:0003422
cmpk1,GO:0003422
pid1,GO:0003422
adcy10,GO:0003422
ppcdc,GO:0003422
ppcs,GO:0003422
coasy,GO:0003422
cgas,GO:0003422
ak7,GO:0003422
adssl1,GO:0003422
gphb5,GO:0003422
cmpk2,GO:0003422
taar1,GO:0003422
ak8,GO:0003422
gpha2,GO:0003422
ak9,GO:0003422
chchd10,GO:0003422
pgam4,GO:0003422
alg12,GO:0003338
srd5a3,GO:0003338
gmds,GO:0035564
pgm3,GO:0035564
tsta3,GO:0035564
gmppb,GO:0035564
tyms,GO:0072028
pgm3,GO:0072114
nanp,GO:0072114
ada,GO:0043585
ctps1,GO:0043585
ctps1,GO:0043585
hprt1,GO:0043585
umps,GO:0043585
tyw5,GO:0043585
dhfr2,GO:0043585
pex7,GO:0048592
gnpat,GO:0048592
far1,GO:0048592
far1,GO:0048592
alox12,GO:0060325
alox5,GO:0060325
alox5ap,GO:0060325
cd74,GO:0060325
edn1,GO:0060325
edn2,GO:0060325
ggt1,GO:0060325
ggt1,GO:0060325
ggt5,GO:0060325
lta4h,GO:0060325
lta4h,GO:0060325
mgst2,GO:0060325
mgst3,GO:0060325
mif,GO:0060325
ptgds,GO:0060325
ptgis,GO:0060325
ptgs1,GO:0060325
ptgs2,GO:0060325
ptges,GO:0060325
prg3,GO:0060325
pibf1,GO:0060325
ptges3,GO:0060325
pnpla8,GO:0060325
acat1,GO:0002040
hmgcl,GO:0060055
hmgcll1,GO:0060055
baat,GO:0001705
cyp7a1,GO:0001705
fgfr4,GO:0001705
prox1,GO:0001705
akr1d1,GO:0001705
star,GO:0001705
fgf19,GO:0001705
nr1h4,GO:0001705
slc27a5,GO:0001705
slc27a2,GO:0001705
cyp39a1,GO:0001705
stard4,GO:0001705
apoe,GO:0001706
ces1,GO:0001706
dhcr7,GO:0001706
dhcr24,GO:0001706
fgf1,GO:0001706
g6pd,GO:0001706
hmgcr,GO:0001706
lss,GO:0001706
mvk,GO:0001706
sod1,GO:0001706
erlin1,GO:0001706
pmvk,GO:0001706
ebp,GO:0001706
erlin2,GO:0001706
npc1l1,GO:0001706
park7,GO:0001707
cyp27b1,GO:0001829
gfi1,GO:0001829
ifng,GO:0001829
il1b,GO:0001829
nfkb1,GO:0001829
snai2,GO:0001829
snai1,GO:0001829
tnf,GO:0001829
apoe,GO:0003273
ces1,GO:0003273
cyp27b1,GO:0003273
dhcr7,GO:0003273
dhcr24,GO:0003273
dhfr,GO:0003273
fgf1,GO:0003273
fgf2,GO:0003273
g6pd,GO:0003273
gba,GO:0003273
gch1,GO:0003273
gch1,GO:0003273
gfi1,GO:0003273
gper1,GO:0003273
hmgcr,GO:0003273
ifng,GO:0003273
il1b,GO:0003273
lss,GO:0003273
mvk,GO:0003273
nfkb1,GO:0003273
plek,GO:0003273
pth,GO:0003273
snca,GO:0003273
sod1,GO:0003273
tnf,GO:0003273
sphk1,GO:0003273
erlin1,GO:0003273
pmvk,GO:0003273
ebp,GO:0003273
erlin2,GO:0003273
park7,GO:0003273
npc1l1,GO:0003273
cd244,GO:0003273
acer3,GO:0003273
sphk2,GO:0003273
nus1,GO:0003273
ip6k3,GO:0003273
acer1,GO:0003273
pgp,GO:0003273
acer2,GO:0003273
dhfrp1,GO:0003273
alox12,GO:0000768
alox12,GO:0021599
ubqln2,GO:0021684
necab2,GO:0021684
apex1,GO:0060606
atm,GO:0060606
zfp36l1,GO:0060606
zfp36l1,GO:0060606
zfp36l2,GO:0060606
cirbp,GO:0060606
ddx5,GO:0060606
dhx9,GO:0060606
e2f1,GO:0060606
elavl1,GO:0060606
elavl1,GO:0060606
fmr1,GO:0060606
gdnf,GO:0060606
hnrnpc,GO:0060606
hnrnpu,GO:0060606
hnrnpu,GO:0060606
hspa1a,GO:0060606
hspa1b,GO:0060606
eif3e,GO:0060606
magoh,GO:0060606
myd88,GO:0060606
ncbp1,GO:0060606
ncbp1,GO:0060606
npm1,GO:0060606
ybx1,GO:0060606
pkp1,GO:0060606
exosc9,GO:0060606
exosc10,GO:0060606
upf1,GO:0060606
upf1,GO:0060606
ssb,GO:0060606
supv3l1,GO:0060606
vim,GO:0060606
zfp36,GO:0060606
zfp36,GO:0060606
csde1,GO:0060606
btg2,GO:0060606
axin2,GO:0060606
khsrp,GO:0060606
tbrg4,GO:0060606
mapkapk2,GO:0060606
cnot8,GO:0060606
cnot8,GO:0060606
pum1,GO:0060606
dhx34,GO:0060606
eif4a3,GO:0060606
ctif,GO:0060606
rbm8a,GO:0060606
thrap3,GO:0060606
thrap3,GO:0060606
tob1,GO:0060606
syncrip,GO:0060606
igf2bp1,GO:0060606
igf2bp1,GO:0060606
rnps1,GO:0060606
rnps1,GO:0060606
pkp3,GO:0060606
cpeb3,GO:0060606
ncbp2,GO:0060606
ncbp2,GO:0060606
cnot1,GO:0060606
cnot1,GO:0060606
smg1,GO:0060606
tnrc6b,GO:0060606
smg6,GO:0060606
larp1,GO:0060606
pum2,GO:0060606
tardbp,GO:0060606
upf2,GO:0060606
gigyf2,GO:0060606
ago1,GO:0060606
pabpc1,GO:0060606
lsm1,GO:0060606
cnot7,GO:0060606
cnot7,GO:0060606
exosc3,GO:0060606
ythdf2,GO:0060606
nbas,GO:0060606
xrn1,GO:0060606
exosc4,GO:0060606
mtpap,GO:0060606
smg8,GO:0060606
pnrc2,GO:0060606
pcid2,GO:0060606
smg9,GO:0060606
zc3hav1,GO:0060606
exosc5,GO:0060606
pcbp4,GO:0060606
cnot6,GO:0060606
cnot6,GO:0060606
tnrc6c,GO:0060606
papd5,GO:0060606
upf3b,GO:0060606
upf3b,GO:0060606
fastkd3,GO:0060606
fastkd1,GO:0060606
prr5l,GO:0060606
zc3h12a,GO:0060606
pym1,GO:0060606
pnpt1,GO:0060606
pnpt1,GO:0060606
angel2,GO:0060606
tirap,GO:0060606
dis3l2,GO:0060606
trim71,GO:0060606
nudt16,GO:0060606
pnldc1,GO:0060606
papd4,GO:0060606
dcp2,GO:0060606
dcp2,GO:0060606
ago3,GO:0060606
ago4,GO:0060606
pde12,GO:0060606
patl1,GO:0060606
ythdf3,GO:0060606
nanos2,GO:0060606
nanos1,GO:0060606
slfn14,GO:0060606
nanos3,GO:0060606
mirlet7a1,GO:0060606
mirlet7a2,GO:0060606
mirlet7a3,GO:0060606
nbdy,GO:0060606
adar,GO:0060876
bmp4,GO:0060876
cdk2,GO:0060876
ddx5,GO:0060876
dhx9,GO:0060876
dnmt1,GO:0060876
egfr,GO:0060876
eif4g1,GO:0060876
esr1,GO:0060876
fmr1,GO:0060876
fmr1,GO:0060876
hdac2,GO:0060876
hnrnpa2b1,GO:0060876
eif6,GO:0060876
mov10,GO:0060876
mov10,GO:0060876
chmp1a,GO:0060876
phf2,GO:0060876
pou5f1,GO:0060876
pparg,GO:0060876
map2k1,GO:0060876
map2k2,GO:0060876
rbm4,GO:0060876
rmrp,GO:0060876
rmrp,GO:0060876
stat3,GO:0060876
suv39h1,GO:0060876
tarbp2,GO:0060876
tarbp2,GO:0060876
tert,GO:0060876
tgfb1,GO:0060876
zfp36,GO:0060876
fxr1,GO:0060876
hist1h3a,GO:0060876
hist1h3d,GO:0060876
hist1h3c,GO:0060876
hist1h3e,GO:0060876
hist1h3i,GO:0060876
hist1h3g,GO:0060876
hist1h3j,GO:0060876
hist1h3h,GO:0060876
hist1h3b,GO:0060876
prkra,GO:0060876
hist1h3f,GO:0060876
limd1,GO:0060876
ncor1,GO:0060876
ncor2,GO:0060876
pum1,GO:0060876
pum1,GO:0060876
setdb1,GO:0060876
trim28,GO:0060876
clp1,GO:0060876
clp1,GO:0060876
cnot1,GO:0060876
tnrc6b,GO:0060876
phf8,GO:0060876
zc3h7b,GO:0060876
zcchc11,GO:0060876
pum2,GO:0060876
rrp8,GO:0060876
dicer1,GO:0060876
dicer1,GO:0060876
sirt1,GO:0060876
sirt1,GO:0060876
sin3a,GO:0060876
gigyf2,GO:0060876
ago1,GO:0060876
ago1,GO:0060876
ago2,GO:0060876
ago2,GO:0060876
tnrc6a,GO:0060876
tnrc6a,GO:0060876
zc3h7a,GO:0060876
drosha,GO:0060876
drosha,GO:0060876
spout1,GO:0060876
sirt6,GO:0060876
srrt,GO:0060876
dgcr8,GO:0060876
mettl3,GO:0060876
znf304,GO:0060876
aicda,GO:0060876
xpo5,GO:0060876
xpo5,GO:0060876
bend3,GO:0060876
mier1,GO:0060876
lin28a,GO:0060876
snip1,GO:0060876
zc3h12a,GO:0060876
tet1,GO:0060876
zc3h10,GO:0060876
ajuba,GO:0060876
wtip,GO:0060876
trim71,GO:0060876
bcdin3d,GO:0060876
ago3,GO:0060876
ago3,GO:0060876
ago4,GO:0060876
ago4,GO:0060876
hils1,GO:0060876
dnd1,GO:0060876
lin28b,GO:0060876
mirlet7a1,GO:0060876
mirlet7a1,GO:0060876
mirlet7a2,GO:0060876
mirlet7a2,GO:0060876
mirlet7a3,GO:0060876
mirlet7a3,GO:0060876
mirlet7b,GO:0060876
mirlet7c,GO:0060876
mirlet7e,GO:0060876
mirlet7f1,GO:0060876
mirlet7f2,GO:0060876
mirlet7g,GO:0060876
mir101-1,GO:0060876
mir101-2,GO:0060876
mir103a1,GO:0060876
mir103a2,GO:0060876
mir105-1,GO:0060876
mir105-2,GO:0060876
mir106a,GO:0060876
mir106b,GO:0060876
mir107,GO:0060876
mir10a,GO:0060876
mir10b,GO:0060876
mir1-1,GO:0060876
mir1-1,GO:0060876
mir1-2,GO:0060876
mir1-2,GO:0060876
mir124-1,GO:0060876
mir124-2,GO:0060876
mir124-3,GO:0060876
mir125a,GO:0060876
mir125b1,GO:0060876
mir125b2,GO:0060876
mir126,GO:0060876
mir128-1,GO:0060876
mir128-2,GO:0060876
mir129-1,GO:0060876
mir129-2,GO:0060876
mir130a,GO:0060876
mir130b,GO:0060876
mir132,GO:0060876
mir132,GO:0060876
mir133a1,GO:0060876
mir133a1,GO:0060876
mir133a2,GO:0060876
mir133a2,GO:0060876
mir134,GO:0060876
mir137,GO:0060876
mir138-1,GO:0060876
mir138-2,GO:0060876
mir140,GO:0060876
mir141,GO:0060876
mir141,GO:0060876
mir143,GO:0060876
mir145,GO:0060876
mir146a,GO:0060876
mir148a,GO:0060876
mir150,GO:0060876
mir152,GO:0060876
mir153-1,GO:0060876
mir153-2,GO:0060876
mir155,GO:0060876
mir155,GO:0060876
mir15a,GO:0060876
mir15b,GO:0060876
mir16-1,GO:0060876
mir16-2,GO:0060876
mir17,GO:0060876
mir17,GO:0060876
mir18a,GO:0060876
mir181a2,GO:0060876
mir181a2,GO:0060876
mir181b1,GO:0060876
mir181b1,GO:0060876
mir181b2,GO:0060876
mir181b2,GO:0060876
mir185,GO:0060876
mir188,GO:0060876
mir191,GO:0060876
mir193a,GO:0060876
mir196a1,GO:0060876
mir196a2,GO:0060876
mir199a1,GO:0060876
mir199a2,GO:0060876
mir199b,GO:0060876
mir19a,GO:0060876
mir19b1,GO:0060876
mir19b2,GO:0060876
mir20a,GO:0060876
mir20a,GO:0060876
mir200a,GO:0060876
mir200b,GO:0060876
mir200b,GO:0060876
mir200c,GO:0060876
mir204,GO:0060876
mir206,GO:0060876
mir208a,GO:0060876
mir21,GO:0060876
mir21,GO:0060876
mir210,GO:0060876
mir212,GO:0060876
mir181a1,GO:0060876
mir181a1,GO:0060876
mir214,GO:0060876
mir214,GO:0060876
mir217,GO:0060876
mir218-1,GO:0060876
mir218-2,GO:0060876
mir219a1,GO:0060876
mir219a2,GO:0060876
mir22,GO:0060876
mir221,GO:0060876
mir221,GO:0060876
mir222,GO:0060876
mir222,GO:0060876
mir224,GO:0060876
mir23a,GO:0060876
mir23b,GO:0060876
mir24-1,GO:0060876
mir24-1,GO:0060876
mir24-2,GO:0060876
mir24-2,GO:0060876
mir25,GO:0060876
mir26a1,GO:0060876
mir26a2,GO:0060876
mir27a,GO:0060876
mir27b,GO:0060876
mir28,GO:0060876
mir29a,GO:0060876
mir296,GO:0060876
mir299,GO:0060876
mir29b1,GO:0060876
mir29b1,GO:0060876
mir29b2,GO:0060876
mir29b2,GO:0060876
mir29c,GO:0060876
mir30a,GO:0060876
mir30a,GO:0060876
mir30b,GO:0060876
mir30b,GO:0060876
mir30c1,GO:0060876
mir30c2,GO:0060876
mir30e,GO:0060876
mir31,GO:0060876
mir32,GO:0060876
mir320a,GO:0060876
mir34a,GO:0060876
mir7-1,GO:0060876
mir7-2,GO:0060876
mir7-3,GO:0060876
mir92a1,GO:0060876
mir92a1,GO:0060876
mir92a2,GO:0060876
mir92a2,GO:0060876
mir93,GO:0060876
mir96,GO:0060876
mir17hg,GO:0060876
mir133b,GO:0060876
mir135b,GO:0060876
mir148b,GO:0060876
mir328,GO:0060876
mir342,GO:0060876
mir345,GO:0060876
mir372,GO:0060876
mir361,GO:0060876
mir378a,GO:0060876
mir423,GO:0060876
mir424,GO:0060876
mir425,GO:0060876
mir363,GO:0060876
mir20b,GO:0060876
mir18b,GO:0060876
mir329-1,GO:0060876
mir329-2,GO:0060876
mir409,GO:0060876
mir410,GO:0060876
mir146b,GO:0060876
mir492,GO:0060876
mir494,GO:0060876
mir495,GO:0060876
mir497,GO:0060876
mir181d,GO:0060876
mir515-1,GO:0060876
mir519e,GO:0060876
mir515-2,GO:0060876
mir520a,GO:0060876
mir519b,GO:0060876
mir520b,GO:0060876
mir518b,GO:0060876
mir526a1,GO:0060876
mir520c,GO:0060876
mir518c,GO:0060876
mir519d,GO:0060876
mir526a2,GO:0060876
mir518a1,GO:0060876
mir518d,GO:0060876
mir518a2,GO:0060876
mir520h,GO:0060876
mir527,GO:0060876
mir499a,GO:0060876
mir503,GO:0060876
mir505,GO:0060876
mir509-1,GO:0060876
mir514a1,GO:0060876
mir514a2,GO:0060876
mir514a3,GO:0060876
mir483,GO:0060876
mir487b,GO:0060876
mir548c,GO:0060876
mir572,GO:0060876
mir582,GO:0060876
mir590,GO:0060876
mir639,GO:0060876
mir640,GO:0060876
mir654,GO:0060876
mir657,GO:0060876
mir661,GO:0060876
mir663a,GO:0060876
mir767,GO:0060876
mir298,GO:0060876
mir509-2,GO:0060876
mir892b,GO:0060876
mir876,GO:0060876
mir665,GO:0060876
mir873,GO:0060876
mir301b,GO:0060876
mir543,GO:0060876
mir208b,GO:0060876
mir509-3,GO:0060876
mir939,GO:0060876
mapt-as1,GO:0060876
mir1224,GO:0060876
mir711,GO:0060876
mir2355,GO:0060876
mir4632,GO:0060876
aebp1,GO:0072175
aes,GO:0072175
aes,GO:0072175
nr0b1,GO:0072175
nr0b1,GO:0072175
birc5,GO:0072175
faslg,GO:0072175
ar,GO:0072175
ascl1,GO:0072175
ascl2,GO:0072175
zfhx3,GO:0072175
atf3,GO:0072175
bach1,GO:0072175
ccnd1,GO:0072175
bcl3,GO:0072175
bcl6,GO:0072175
bcl6,GO:0072175
prdm1,GO:0072175
bmi1,GO:0072175
bmp2,GO:0072175
bmp4,GO:0072175
bmp7,GO:0072175
foxl2,GO:0072175
brca1,GO:0072175
c1qbp,GO:0072175
calca,GO:0072175
calr,GO:0072175
runx2,GO:0072175
runx1t1,GO:0072175
cbfa2t3,GO:0072175
cbfa2t3,GO:0072175
cd38,GO:0072175
cdk5,GO:0072175
cdkn1b,GO:0072175
cdkn1c,GO:0072175
cdkn2a,GO:0072175
cdx2,GO:0072175
cenpf,GO:0072175
foxn3,GO:0072175
plk3,GO:0072175
creb1,GO:0072175
crebbp,GO:0072175
crem,GO:0072175
cry1,GO:0072175
cry2,GO:0072175
crym,GO:0072175
csf2,GO:0072175
nkx2-5,GO:0072175
ctbp1,GO:0072175
ctnnb1,GO:0072175
dab2,GO:0072175
dach1,GO:0072175
dap,GO:0072175
daxx,GO:0072175
ddit3,GO:0072175
ddx5,GO:0072175
dlg1,GO:0072175
dlx1,GO:0072175
dlx4,GO:0072175
dnmt1,GO:0072175
dnmt3b,GO:0072175
atn1,GO:0072175
e2f1,GO:0072175
e2f1,GO:0072175
e2f6,GO:0072175
e4f1,GO:0072175
edn1,GO:0072175
ednrb,GO:0072175
elane,GO:0072175
elf3,GO:0072175
elk3,GO:0072175
elk4,GO:0072175
en1,GO:0072175
eno1,GO:0072175
eno1,GO:0072175
ep300,GO:0072175
epo,GO:0072175
nr2f6,GO:0072175
ereg,GO:0072175
erf,GO:0072175
esr1,GO:0072175
esr2,GO:0072175
ets2,GO:0072175
etv6,GO:0072175
etv6,GO:0072175
mecom,GO:0072175
ezh2,GO:0072175
ezh2,GO:0072175
bptf,GO:0072175
fbp1,GO:0072175
fhl2,GO:0072175
foxg1,GO:0072175
foxm1,GO:0072175
foxo3,GO:0072175
foxo3,GO:0072175
flna,GO:0072175
frk,GO:0072175
xrcc6,GO:0072175
gas6,GO:0072175
gata1,GO:0072175
gata3,GO:0072175
gata6,GO:0072175
gfi1,GO:0072175
gclc,GO:0072175
gli2,GO:0072175
gli3,GO:0072175
gps2,GO:0072175
nr3c1,GO:0072175
arhgap35,GO:0072175
hist1h1b,GO:0072175
hdac1,GO:0072175
hdac1,GO:0072175
hdac2,GO:0072175
hdgf,GO:0072175
nrg1,GO:0072175
hhex,GO:0072175
hic1,GO:0072175
hmgb1,GO:0072175
hmgb1,GO:0072175
hmgb2,GO:0072175
hmga1,GO:0072175
hmx1,GO:0072175
hnrnpu,GO:0072175
hoxa7,GO:0072175
hoxd9,GO:0072175
prmt2,GO:0072175
hes1,GO:0072175
hsf1,GO:0072175
hspa1a,GO:0072175
hspa8,GO:0072175
dnajb1,GO:0072175
irf8,GO:0072175
id1,GO:0072175
id2,GO:0072175
id3,GO:0072175
id4,GO:0072175
ifi16,GO:0072175
ifi16,GO:0072175
ifna2,GO:0072175
ifng,GO:0072175
igbp1,GO:0072175
rbpj,GO:0072175
rbpj,GO:0072175
il4,GO:0072175
ilf3,GO:0072175
insm1,GO:0072175
irf1,GO:0072175
jun,GO:0072175
jun,GO:0072175
lims1,GO:0072175
loxl2,GO:0072175
mxd1,GO:0072175
smad2,GO:0072175
smad3,GO:0072175
smad3,GO:0072175
smad4,GO:0072175
smad7,GO:0072175
magea1,GO:0072175
magea2,GO:0072175
max,GO:0072175
mdm2,GO:0072175
mdm2,GO:0072175
mdm4,GO:0072175
mecp2,GO:0072175
mef2a,GO:0072175
mef2c,GO:0072175
men1,GO:0072175
ciita,GO:0072175
ciita,GO:0072175
mitf,GO:0072175
map3k10,GO:0072175
mnt,GO:0072175
cited1,GO:0072175
msx2,GO:0072175
muc1,GO:0072175
trim37,GO:0072175
mxi1,GO:0072175
myb,GO:0072175
myc,GO:0072175
nab2,GO:0072175
nck1,GO:0072175
nedd4,GO:0072175
nfib,GO:0072175
nfic,GO:0072175
nfil3,GO:0072175
nfix,GO:0072175
nfkb1,GO:0072175
nfx1,GO:0072175
nkx3-1,GO:0072175
nkx3-1,GO:0072175
cnot2,GO:0072175
nr4a2,GO:0072175
pa2g4,GO:0072175
prkn,GO:0072175
pax2,GO:0072175
pax9,GO:0072175
chmp1a,GO:0072175
pde2a,GO:0072175
pdgfb,GO:0072175
pex14,GO:0072175
pfdn5,GO:0072175
atp8b1,GO:0072175
phb,GO:0072175
phb,GO:0072175
phf2,GO:0072175
plk1,GO:0072175
pml,GO:0072175
pou2f1,GO:0072175
pou5f1,GO:0072175
pou6f1,GO:0072175
ppara,GO:0072175
pparg,GO:0072175
ppid,GO:0072175
prox1,GO:0072175
prox1,GO:0072175
psen1,GO:0072175
